video_short,video,video_id,comment_index,comment,manual_7_emotion,manual_3_sentiment,label_notes
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,1,🔐 This video was sponsored by our friends at NordPass! Use the code FPT at http://nordpass.com/fpt to get a free 3-month trial of NordPass Business. No credit card is required!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,2,Apple: *hurriedly rushing to change intro music*,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,3,Apple's 2 hour long event summarized in 10 minutes,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,4,That intro goes so hard,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,5,Those renders and animations are 🔥,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,6,Toilet squad.,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,7,"Video nerds are the only ones that’ll appreciate this, but the softer warm lighting is SOOOO GOOD. So good!",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,8,Almost word to word accurate,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,9,"Wow, this is literally like watching an actual Apple keynote presentation and this is the highest compliment I can give.",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,10,Bro is GLOWING!!! 😂,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,11,"The way you introduced iPhone, it felt like I am watching official promo. Mind blowing",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,12,this is the most accurate rumor that turned to be true 😂,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,13,iPhone 16 introductory video before g̶t̶a̶ 6̶ iPhone 16 introductory video,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,14,"*John:* I don't know why I never get invited to the Apple events. 😂😂😂 *Me:* It doesn't matter, we love you brother.",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,15,"“Sweet 16,” but it’s actually the eighteenth iPhone event 😉",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,16,"who needs an apple showcase event when you have jon fpt, the renders and presentation are actually amazing",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,17,Just watched this after watching the event... Incredible accuracy!!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,18,Jon with the intro: WooImmaBoutToMakeAnameForMyselfHere!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,19,The accuracy is crazy,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,20,Great intro..it was just like an apple production,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,21,Wow… you’ve outdone yourself. Great video!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,22,"From one audio nerd to another, the audio engineering on this vid is fantastic. Also also a long time fpt viewer, this is top notch quality across the board. Great job Jern and Bern",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,23,"I don't know if FTP reads these comments, but one thing I would LOVE to see is Jon reacting to an apple event video and taking a sip of water every time the current presenter touches their hands together. Maybe doing a push up whenever they say ""intelligence""? something silly like that would be rad.",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,24,I left another YouTube video when I got this notification so I could watch this one. It better be worth it,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,25,THAT 16 PRO REVEAL WAS A BANGER !!!!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,26,"This is the MOST normal/calm I’ve seen you in a video lol. While I enjoyed the video, I love the craziness sometimes 😂😂👌🏽",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,27,"This is Apple-level quality renders. Outstanding. Tip of the hat, FPT and AppleTrack.",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,28,Jons Intro face turns me “not off”…….. I. E On,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,29,Just another Apple marketer working for free.,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,30,Saw it and clicked,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,31,Dang this video goes hard. Fantastic work.,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,32,6.9 inches is the size of some small tablets tho🤣😭,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,33,THIS video finally got me excited about the 16 Pro,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,34,2:27 wtf was that finger doing lmao,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,35,Love the lighting Jon! Aputure to the rescue!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,36,Can we please acknowledge the amount of work and filtering through the rumors to just make this quality kind of video ? Thanks Jon 👏🏼,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,37,Bro it is so unreal seeing my own renderings and renderings I already know come to live with this incredible sound design and storytelling. It literally feels like watching an Apple Event,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,38,your predictions were very accurate,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,39,60hz going into 2025 is a crime,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,40,Ok professional voice is what we re doing here,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,41,Anyone else thinking Apple is watching this like…dang…he stole our keynote?!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,42,"I'm only 4 minutes into the video and Jon, well F'ing done! This video has cooked! The animations and renders are going so damn hard, literally feels like you've taken it from the keynote. BRAVO!!",,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,43,Damn that intro,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,44,That music was STRAIGHT FIRE 🔥🔥🔥,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,45,6.9 Inches... *Nice*,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,46,Rewatched this after the official Apple event. Jon's presentation is more appealing. He sells the 16 pro better than Apple😅,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,47,There’s just no reason to get excited about a new iPhone anymore.,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,48,Just commenting again because I’m mind boggled about the production quality on this video. As an audio nerd this video is *CHEF’s KISS*,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,49,A revival of the colourful polycarbonate shell on the SE would be cool!,,,
tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,n6pqGoXWZzo,50,Bro really decided to hold a mini apple event. All animations and story telling on point.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,1,1:05 Correction: The back is Gorilla Glass Victus 2; ALSO our One UI 7 video is up in a mobile aspect for your phone: https://www.youtube.com/watch?v=CG3qH-sLmyk,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,2,Don't change your phone every year and then you will see improvements.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,3,"I like gmsarena reviews. Very precise and straight to the point. No advertising, no wasting time 😊",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,4,I am a 10 year apple Iphone user. I am starting transition to samsung products. Like the S25ULTRA and I love it,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,5,They really turned the S pen into a plastic stick and called it an upgrade 💀,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,6,"Samsung is at Peak, they should release major flagship every 2years.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,7,"As my 1st ultra phone, I'm very impressed. One handed operation and one handed keyboard has helped me getting used to the size. The screen is kinda incredible.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,8,happy still w/ my 23 ultra,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,9,Watching on my S24 ultra 😊😊,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,10,I'm still using the Samsung S21. Looking to upgrade to this guy. My phone is glitching and slowing down and has barely any memory left on it even after deleting lots of old photos and apps. I bought my phone right before the pandemic started. Love your review 🤖,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,11,"No charger included is criminal. I know its been a thing for flagships for some time now, but i just cant get over that.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,12,I gotta Note 20 and it still works amazingly,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,13,I had an s20 note ultra which has been an excellent phone for about 5 years…I just got this phone on Prime day…it’s a pretty good upgrade for me.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,14,"I have it since April, coming from an S21 FE. Phenomenal phone",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,15,"Love the work that you are doing in GSMarena, and been a fan for many years .... but please work more on your videos, the background music is just distracting, and please add the information and tests that you have done in your website.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,16,Coming from 21 FE I'll be upgrading to this one. The anti-glare display is awesome.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,17,Just got my new SAMSUNG GALAXY S25 ULTRA last night!! I LOve it!! I think its better than the iPhone 12 pro max i had.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,18,I was waiting for your review finally,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,19,"Thank you!!! I've been using the same phone for years, since the news ones didn't feel too different. I've been comparing different one for quite a while. Now I know which one I want to buy now.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,20,Your reviews are simple and to the point! Much better then all the other reviewers.. This phone is the one! To bad I dont want to shell out 1400 .. going to pick up a s24+ for much less for now instead,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,21,My s23 ultra corners made a hole in my pocket. Literally! It's nice to see rounded corners and flat screen.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,22,I was going to wait to get the S25 Ultra but I went with the Google Pixel 9 Pro XL instead. I had the Google Pixel 8 Pro and I had the upgrade with a discount so I'm very happy with the phone. It has one of the best cameras on the market. Awesome review.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,23,Your channel is the only channel i trust about camera review,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,24,Can we have a talk about Meizu series next time? I'm really waiting for this list🥰,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,25,I'll wait for the Samsung Galaxy S30 Ultra.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,26,"Night-time camera performance on all smartphones will always be less than ideal, due to the tiny sensor sizes involved. Regardless how much processing is done, it's a fact of math and physics that a tiny sensor will never take ""great"" nighttime photos - there simply isn't enough light gathering capacity, (short of doing LONG static exposures)",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,27,I am a devoted buyer of the samsung galaxy S series and have been for years. There's a few things I miss. 1. Your battery was removable so easy to replace. You could add a sd card so you could expand your storage. The price for extra storage being built in and buying it is rather expensive when a sd card does the same at a much lower price.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,28,S24 plus user here I might wait for the galaxy s26 ultra this phone is pretty good upgrade for s22 ultra users,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,29,"You brought up a good point, S24U was already a great phone, what could Samsung do to improve it? Let's see: 1. much better various cameras, 1inch sensor, better zoom, better front camera, options to sharpen photos or not. 2. higher battery capacity, new type of battery. 3. 2x faster charging speed and include a 100W charger. 4. killer feature: have an option to turn the screen glossy or matte. 5. retain what works eg curve sides and spen BT. 6. faster fingerprint sensor and faster face detection or iris scanner like note 9. 7. even louder speakers. 8. give truly good AI features. 9. improve on google AI features instead of just be the first to implement them.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,30,Watching with my s25 ultra 😊,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,31,Actually I think the regular S25 and S25+ have a good selling point of having snapdragon globally instead of Exynos on the S24s,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,32,"Thank you, my business is moving away from US products now so useful",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,33,Would be nice if samsung can develop RAW picture editor software and included in their phone..,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,34,I would call the removal of the Bluetooth functions of the Spen a drastic downgrade,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,35,Looking forward to the base and Plus reviews and lab tests 👌🏻,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,36,Finally coming out of my S23 ultra for the S25 ultra 😎😎,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,37,Thank you for not taking much time and making a huge noise out of the Spen Bluetooth,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,38,Neat thing with the corning gorilla glass. I went to Alfred Universityin New York that's a ceramic college and not far is Corning and the Corning museum of glass. 10/10 recommend going to the museum,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,39,Interesting video highlighting the very few upgrades for the S25 and makes me wonder if going with the S24 with the Bluetooth pen would be the better option.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,40,"You look like Paulo Avelino, an actor here in the Philippines 😊",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,41,I just got one on a good deal here in Australia with my phone plan. I've never had a top of the range flagship phone before so i'm looking forward to the better experience. My current Galaxy A11 is 4 years old so it's time for a new phone but for an entry level phone it's been very reliable for me and still holds battery life similar to when it was new. It's just starting to slow down a bit and hasn't got a lot of memory. I don't use my computer much these days or even own a tablet so I figure I'd upgrade to something that can do everything I want it to do. I'll miss my trusty A11.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,42,That's what I'm talking about. That intro goes haaaaarrrrdddd😀😀😀,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,43,I'm always here for the song! 😂,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,44,"Awesome phone, right? But what's crazy is how much better they get over time with updates. A 2021 phone's got features they didn't even have back then!",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,45,Thank you for this smooth review I think the version of Samsung Galaxy S25 shows upgraded possiblities in general.,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,46,Your voice is SUPER KOOL❤,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,47,I was waiting ✋️ Thank you 😊 ❤,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,48,I'm going from the S10 to the S25 Ultra and excited,,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,49,"I have the S24U, an excellent smartphone—up there with the best. The S25U is an iterative update that improves imperfections with a few design tweaks. It certainly would not persuade me to trade up. I did trade the S23U in for the S24U to get a flat display, as I hate curved ones, but nothing here adds value. Battery life on the S24U is two days for me, performance is overkill, the display is Grade A, it is smooth, and it has performed with very few issues over the year. The cameras are above average with pros and cons, but no perfect camera phone exists. This is very expensive for those not trading in, coming from much older devices, but it would likely be a fantastic long-term buy. But then again, there are cheaper, similarly excellent phones in Europe that I can say the same for, so if I were buying now, I would probably buy the Honor Magic 7 Pro at £350 less or the OP13 with a free watch for a similar saving.",,,
tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,XkXbkxtBlwY,50,Thank you for the honest and straight to the point reviews.,,,
